Question ID,Question Number,Question Content,Image,User
f2594,2,Is she near-sighted or far-sighted?,494208,f288
f2595,1,How many people have slept in this bed?,142051,f287
f2596,2,What language do the ceramic busts speak?,142051,f287
f2597,1,Is there a sale going on at this store?,379261,f284
f2598,2,Do old people shop for cellular phones?,379261,f284
f2601,1,What restaurant is she at eating pizza?,236184,f286
f2602,2,Does she have a boyfriend?,236184,f286
f2603,1,Why is her dress sticking out so much?,110596,f284
f2604,2,Is this a commercial on tv?,110596,f284
f2605,1,Why is that horse so calm?,155058,f280
f2606,2,Is there any way we can stop this horrible process?,155058,f280
f2607,1,How tall is the person taking this picture?,110084,f286
f2608,2,What is the location of this zoo?,110084,f286
f2609,1,What are they trying to fix?,487571,f290
f2610,2,Are they trying to rescue someone at top?,487571,f290
f2611,1,What makes the worst smelling shoes?,426829,f287
f2612,2,What color is the lightest bird feathers?,426829,f287
f2613,1,Is that seven AM or seven PM time?,107705,f288
f2614,2,How many rooms does that building have?,107705,f288
f2615,1,How long has she been doing this?,69578,f280
f2616,2,Are there rocks in her future?,69578,f280
f2617,1,Is she shy or bold,210729,f293
f2618,2,Is she married or single,210729,f293
f2619,1,How many more other baby elephants are there to feed today?,66406,f286
f2620,2,Where is the babies mother?,66406,f286
f2621,1,Are they trying to fix the road?,175047,f290
f2622,2,How many hours do they work?,175047,f290
f2623,1,How many bikes travel this bike lane in a days time?,136043,f286
f2624,2,What street is this located in Chicago?,136043,f286
f2625,1,What is the gender of the animal.,440311,f290
f2626,2,Is she feeding the animal?,440311,f290
f2627,1,How high is the highest baseball to have been popped up in the air?,171967,f287
f2628,2,Are these baseball players good dancers?,171967,f287
f2629,1,"Are these people waiting to eat a meal, or are they merely having drinks?",169600,f291
f2630,2,"How long ago would you guess that this picture was taken, judging by the the cell phone in the woman's hand, and the apparent age of it?",169600,f291
f2631,1,Is the vehicle moving or stationary,220615,f293
f2632,2,What's the vehicle delivering,220615,f293
f2633,1,How many people pack food in their suitcases when they travel?,530397,f287
f2634,2,Does one of the carts feel worse than the other because it doesn't have as much luggage?,530397,f287
f2635,1,What is the woman looking for?,299029,f290
f2636,2,Are the two man arguing.,299029,f290
f2637,1,What coast do you think that is?,369598,f288
f2638,2,How high do waves get on an average day?,369598,f288
f2639,1,How many ties does this woman own?,441905,f287
f2640,2,Is there money in the briefcase?,441905,f287
f2641,1,what channel is on right now?,343908,f294
f2642,2,can you guess the favorite color?,343908,f294
f2643,1,Where is this located?,250916,f290
f2644,2,Are those boats for sale?,250916,f290
f2645,1,Does the baby look happy or angry,506988,f293
f2646,2,Do you think she's hungry,506988,f293
f2647,1,What is the most popular laptop brand?,130834,f288
f2648,2,How many cups of coffee does America drink in an average day?,130834,f288
f2649,1,What beach are you taking it to? ,335027,f295
f2650,2,Is that nip in the back end of the sufboard normal? ,335027,f295
f2651,1,How long are you baking it for?,85235,f295
f2652,2,What's in the marinade?,85235,f295
f2653,1,Whose birthday is it,141785,f293
f2654,2,Is he married or single,141785,f293
f2655,1,Do you know what brand of snowboard the rider might be riding?,480026,f291
f2656,2,"Can you identify what sort of trees those especially slender ones are, in the background?",480026,f291
f2657,1,How high does the ramp go?,260696,f295
f2658,2,Do you do any jumps?,260696,f295
f2659,1,will it rain today?,126552,f294
f2660,2,what is the reason for the gloomy face?,126552,f294
f2661,1,Is this some kind of kite convention?,123214,f295
f2662,2,How much consistent wind do you need to keep it up?,123214,f295
f2663,1,When was the first laptop invented?,385401,f288
f2664,2,What degree would you seek to become a computer coder?,385401,f288
f2665,1,Where did you buy the board?,159554,f295
f2666,2,How long do those things last if you're a heavy user?,159554,f295
f2667,1,Why are those people shaking hands?,579533,f296
f2668,2,"What exactly is going on there, some sort of ceremony?",579533,f296
f2669,1,where do you believe the person on the bike is headed?,230756,f294
f2670,2,which person is hiding something?,230756,f294
f2671,1,How cold is it there?,389133,f296
f2672,2,Are those two racing or is that more of an informal skiing?,389133,f296
f2673,1,Where do you think is the scene,551470,f293
f2674,2,Is it sunny or a rainy day,551470,f293
f2677,1,"So why does it look like they shot a parakeet, anyway?",26504,f296
f2678,2,"Why do they look happy over the fact that they shot it, enough to pose for a picture and smile?",26504,f296
f2679,1,is it summer or fall?,381789,f294
f2680,2,who is faster the dog or the frisbee? ,381789,f294
f2687,1,Is he wealthy or not,471686,f292
f2688,2,What could be his occupation,471686,f292
f2691,1,how cold is the water right now?,571343,f294
f2692,2,can they hear the whales in the water?,571343,f294
f2693,1,"That's a nice wave, I wonder where he's surfing?",79151,f296
f2694,2,I wonder if the surfer does this often or if he's an amateur?,79151,f296
f2695,1,"What sort of conference, or function is usually held in this room?",100300,f291
f2696,2,What does the body language of the man pictured say about whether or not he is enjoying talking to the person on the other end of the line?,100300,f291
f2697,1,How do you think this child is feeling?,204467,f299
f2698,2,What do you think this child will do with the broccoli? ,204467,f299
f2699,1,Do horses enjoy rides as much as their riders? ,243472,f301
f2700,2,Why do women wear coats with skirts? ,243472,f301
f2701,1,Which of the three on stage looks the most alert,438795,f292
f2702,2,What country for you think this picture was taken,438795,f292
f2703,1,"I see an old CRT TV in that image, I wonder how long ago it was taken?",126047,f296
f2704,2,Do you know what those people are talking about?,126047,f296
f2705,1,What job has people use two monitors?,441296,f303
f2706,2,How can someone use two monitors to do one job?,441296,f303
f2707,1,Are these people here for a party?,271633,f303
f2708,2,Are the people sitting because they are tired?,271633,f303
f2709,1,Is it only children playing baseball?,446557,f303
f2710,2,Are the people about to go outside to play a game?,446557,f303
f2711,1,Who looks the most excited in the scene,188009,f292
f2712,2,Who is more likely to win,188009,f292
f2713,1,Do you think the items in this photo belong to an older or younger person?,399825,f299
f2714,2,What gender of person might own the items in this photo?,399825,f299
f2715,1,does she likes ice cream?,145679,f302
f2716,2,What is her favorite color?,145679,f302
f2717,1,What are the people here celebrating?,4684,f303
f2718,2,What food was present at this celebration? ,4684,f303
f2719,1,Is this scene taking place indoors or outdoors?,388662,f291
f2720,2,Is this woman not capable of tending to her teeth herself?,388662,f291
f2721,1,What did they just finish eating?,2083,f303
f2722,2,Why is the sink so full of dishes?,2083,f303
f2723,1,How many times a year do these flowers bloom?,147716,f302
f2724,2,are these flowers good for beginner gardeners?,147716,f302
f2725,1,Is she going to mishit the ball,478052,f292
f2726,2,Do you think she's  the one winning the game,478052,f292
f2727,1,Describe what this man is thinking?,90490,f299
f2728,2,Where do you think this photo is taken?,90490,f299
f2729,1,Why does the man have his laptop on the counter?,201940,f306
f2730,2,What kind of site is he looking at?,201940,f306
f2731,1,Is he going to fall off his skateboard,307817,f292
f2732,2,Does he look afraid,307817,f292
f2733,1,Are the kids' strangers to each other or do they know each other?,151729,f305
f2734,2,Why does the blonde toddler look uncomfortable?,151729,f305
f2735,1,What do you think this person is feeling at this moment?,390797,f310
f2736,2,Can you tell if this is a male or female person in this picture?,390797,f310
f2737,1,Do you think they are going to save or capture this elephant?,125626,f311
f2738,2,Are elephants friendly?,125626,f311
f2739,1,Where might this be located?,369777,f315
f2740,2,What do you think these people are doing?,369777,f315
f2741,1,How long ago do you think this picture was taken?,29821,f315
f2742,2,In what country do you think this picture was taken?,29821,f315
f2743,1,Are these two brothers?,460885,f312
f2744,2,"Are the two people working together on the same project and if so, why?",460885,f312
f2745,1,Do you think this person is on vacation?,542832,f315
f2746,2,What do you think this person is doing?,542832,f315
f2747,1,Why is the lady wearing fire fighting equipment?,354772,f306
f2748,2,Why is everyone laughing?,354772,f306
f2749,1,Where did she get that outfit?,420397,f305
f2750,2,Are they attending some kind of event?,420397,f305
f2751,1,What are there names?,229827,f302
f2752,2,Do they like horses?,229827,f302
f2753,1,Do you think this picture was staged or candid?,168488,f315
f2754,2,What time of day do you think this image was taken?,168488,f315
f2755,1,Is this young woman lost?,429096,f311
f2756,2,Do you think it is safe to walk around barefoot?,429096,f311
f2757,1,What product would you guess that this girl might have her eyes on?,529179,f291
f2758,2,How can all these products can lay around uncovered in those containers for much of the day without becoming stale?,529179,f291
f2759,1,Did the birds migrate there?,338597,f305
f2760,2,Where is the beach located?,338597,f305
f2761,1,Where do you think they are traveling to?,577448,f304
f2762,2,What time of day was this photo taken?,577448,f304
f2763,1,Are you able to tell if this picture was taken in the United States or another country?,366313,f310
f2764,2,Will the person with the dog cross this street after the dog finishes going to the bathroom?,366313,f310
f2765,1,"Are street clocks still fashionable nowadays , or they fall in a different era?",356938,f309
f2766,2,Are old school clocks still on time and who corrects them when they stop?,356938,f309
f2767,1,Do these people know each other?,366925,f315
f2768,2,Are these people working for the same company?,366925,f315
f2769,1,Did Ben Franklin really catch lightening with a kite? ,546703,f301
f2770,2,How much wind is too much when flying a kite? ,546703,f301
f2771,1,Are video games good for children in your opinion?,462037,f311
f2772,2,What was your favorite video game when you were a child?,462037,f311
f2773,1,why are their only three people and yet four modes of transport,390935,f314
